id	filename	md5	size	state
0e62a6d0-87a7-4efc-922f-753328694458	0e62a6d0-87a7-4efc-922f-753328694458/c5d4a1ed-8fd3-4435-96f5-ea5e56326f20.rna_seq.augmented_star_gene_counts.tsv	03dea9d6f5b93d78ef10ed8b91cb02ee	4271877	validated
0f1bec43-6235-4390-a148-e7038126c0c8	0f1bec43-6235-4390-a148-e7038126c0c8/040e40de-4c19-423f-98dc-151e2633d085.rna_seq.augmented_star_gene_counts.tsv	472397d706d76e80acac67a1a5aae80b	4240975	validated
104e3cb5-c6df-422b-a55f-6b19408594d4	104e3cb5-c6df-422b-a55f-6b19408594d4/2056c543-2f73-4a2f-995e-3af2dda7b514.rna_seq.augmented_star_gene_counts.tsv	6a9b5ab6f51dce916319b6c2d6930505	4238667	validated
111b2865-e7dc-45c9-b206-20b5713714bc	111b2865-e7dc-45c9-b206-20b5713714bc/6798cbfe-7aca-4f33-b4fc-162bf579a303.rna_seq.augmented_star_gene_counts.tsv	776f052bff7a529e379df6d137c7848e	4218584	validated
121a48ed-798d-4102-bb8f-e736570e18d6	121a48ed-798d-4102-bb8f-e736570e18d6/f988afae-48f8-4ecc-bb84-87924b454bf0.rna_seq.augmented_star_gene_counts.tsv	0573715f49c871bd7d5d2aee6ec9cb57	4233710	validated
1277b2ec-0374-403f-8bba-cb57aeeb0d01	1277b2ec-0374-403f-8bba-cb57aeeb0d01/0631de29-6e9a-4928-ab8a-c76bd44dbd45.rna_seq.augmented_star_gene_counts.tsv	7c55960e1c21ea1ab385725aee1da6e4	4242672	validated
12959673-a8ec-4223-a5fe-0648276db5fc	12959673-a8ec-4223-a5fe-0648276db5fc/ba2e1bd2-56f5-4dfb-94b5-92c50c58b31e.rna_seq.augmented_star_gene_counts.tsv	2fbef173968c3b083ec625ee76cc673d	4252801	validated
1300bf72-ead0-4c03-b140-fca26302b43c	1300bf72-ead0-4c03-b140-fca26302b43c/2f21d781-2df5-4de1-a595-a61507cfe610.rna_seq.augmented_star_gene_counts.tsv	ce2aad18ed2d81763e5f46953816fee1	4261055	validated
131d96e3-0799-4956-a752-dc244a05c493	131d96e3-0799-4956-a752-dc244a05c493/8ddd5f98-9ebc-488d-830c-817ebd796939.rna_seq.augmented_star_gene_counts.tsv	7ae0826ccb3769b5f7e1f73e802c9e6e	4227316	validated
136df0c2-a2a4-42e9-9cc6-9051d4f4c13d	136df0c2-a2a4-42e9-9cc6-9051d4f4c13d/7faebca5-c36a-4a24-b785-5e673cf5a0ed.rna_seq.augmented_star_gene_counts.tsv	d62abe0b79cc95ca8644d2281079be38	4236315	validated
158cc60a-89b0-40f0-8536-8c0f0e31429b	158cc60a-89b0-40f0-8536-8c0f0e31429b/a5e348aa-d0fd-40fb-a171-b51a36e53612.rna_seq.augmented_star_gene_counts.tsv	e3ceb495d8d999ca4a041239cff23c81	4234270	validated
16786247-5ff5-47e0-83e2-fee15779e522	16786247-5ff5-47e0-83e2-fee15779e522/cf86835f-2bd2-4b15-a9a9-66fe369a560d.rna_seq.augmented_star_gene_counts.tsv	af60c61e283fda0fb0d382bffacb4bd8	4241351	validated
18022491-5c13-4a17-aed9-ea85e1088267	18022491-5c13-4a17-aed9-ea85e1088267/5a1c17e7-53a2-472a-b4de-8f60522a8c6e.rna_seq.augmented_star_gene_counts.tsv	ef364c23312c6309b15c3a72c357ef7e	4247675	validated
18340589-696e-4f56-80c2-dc7d7428c471	18340589-696e-4f56-80c2-dc7d7428c471/2b00c53b-e257-4305-a0cc-3dfa9ac10d12.rna_seq.augmented_star_gene_counts.tsv	d940f2bbeb1ded36de5b743719e3a33e	4241884	validated
19264a73-b106-4b24-be01-0a9a137c6de9	19264a73-b106-4b24-be01-0a9a137c6de9/2966096f-4a35-4dca-ab38-ac86074fa29e.rna_seq.augmented_star_gene_counts.tsv	1e58a741cf7f8fc0cac4197a835e0b59	4249540	validated
195c9f03-31c3-465a-ac58-3949246b173b	195c9f03-31c3-465a-ac58-3949246b173b/8f08cee9-a91f-4305-bf8d-efeee9cd386c.rna_seq.augmented_star_gene_counts.tsv	48e304f2d6da55850e80658c9c97f740	4256121	validated
196aed5b-6812-47c5-ad7b-4dd1743ed0b5	196aed5b-6812-47c5-ad7b-4dd1743ed0b5/8cf6a0f3-9dfb-41f5-b855-c313c583e707.rna_seq.augmented_star_gene_counts.tsv	cbade97e98a4cc70f1e2dc2d7b1e8588	4237523	validated
1ab2be1b-4a61-480e-aa1b-eafab958f1f7	1ab2be1b-4a61-480e-aa1b-eafab958f1f7/aeee03c3-20b3-4f96-b686-52111ce99a63.rna_seq.augmented_star_gene_counts.tsv	59f7833753825e8bf3b0821a0a149e66	4248247	validated
1ace2a0c-773d-45b5-8fd6-968c88731bbb	1ace2a0c-773d-45b5-8fd6-968c88731bbb/c33ecc28-d5ba-4416-b93d-445b7883b6e8.rna_seq.augmented_star_gene_counts.tsv	ff767304460d3385c372d7e0818cb45a	4239626	validated
1af79ae6-8b40-40ae-8f68-195d8367ac38	1af79ae6-8b40-40ae-8f68-195d8367ac38/f0bc4292-6662-460a-8bf8-a3c9fa2fd7be.rna_seq.augmented_star_gene_counts.tsv	cf0d9d4e823107209db1b69d020bcb38	4219592	validated
1c3a771f-43db-4b45-93f8-f8e6d2ab6847	1c3a771f-43db-4b45-93f8-f8e6d2ab6847/420197bd-db07-4df9-8f72-3d7d509ae1d0.rna_seq.augmented_star_gene_counts.tsv	3c972d2c147f01246564e56401d4d391	4246276	validated
1d7789a1-1ff1-4865-a9c9-dfb40e57aff5	1d7789a1-1ff1-4865-a9c9-dfb40e57aff5/66941b24-9c8f-4657-a4eb-8cc267e38bdc.rna_seq.augmented_star_gene_counts.tsv	343f96d8135303e35a14bb691e42ca94	4234368	validated
1deadf31-dc7d-4361-8041-ab0a27edebb3	1deadf31-dc7d-4361-8041-ab0a27edebb3/01661d94-fc16-4456-95cf-a5fa4e1e196c.rna_seq.augmented_star_gene_counts.tsv	7fd93d1fb4464d22adee35594caab567	4236680	validated
20e90b8d-aa05-4918-8e54-1b969488148f	20e90b8d-aa05-4918-8e54-1b969488148f/59fe0f14-0415-43b7-87c7-1098e4b434ea.rna_seq.augmented_star_gene_counts.tsv	528cec3fca6434f973510150ff727e05	4268842	validated
243fe98b-3355-4b09-8094-b9e06a2b8329	243fe98b-3355-4b09-8094-b9e06a2b8329/6db579c1-ef18-42a1-9921-d0456b90ff6f.rna_seq.augmented_star_gene_counts.tsv	11003f10159a4a7cbcbaab7d2edacbde	4236540	validated
2455f280-a23c-48ec-b4c1-698b56f72a45	2455f280-a23c-48ec-b4c1-698b56f72a45/5383a729-554e-4d3e-ba62-449f45b7567d.rna_seq.augmented_star_gene_counts.tsv	426dd8cce7ebdbdade968f7d66809416	4247651	validated
24c5fcbb-019c-4636-813b-0b9d4d1d9501	24c5fcbb-019c-4636-813b-0b9d4d1d9501/ca823082-ede5-4bfd-8498-7e492f39bcd6.rna_seq.augmented_star_gene_counts.tsv	cdd0149b45ca6b3aa96ca09f39f2ff5f	4238873	validated
25c20f52-1031-4cd1-a9ed-4b2049b01a3e	25c20f52-1031-4cd1-a9ed-4b2049b01a3e/87568e73-7eac-4243-9d74-03efb86b6f29.rna_seq.augmented_star_gene_counts.tsv	a75faf1eb74a60acdd18c39ab92fced0	4229638	validated
26702590-872f-4e36-a631-ee6cb3f61ec4	26702590-872f-4e36-a631-ee6cb3f61ec4/09cf8de3-bb0f-434d-8cb3-9f5eeb264b6b.rna_seq.augmented_star_gene_counts.tsv	e67505d603a6b99a2db0b1979af8c159	4264504	validated
270356b5-f258-49b3-a850-16ea88ec6c76	270356b5-f258-49b3-a850-16ea88ec6c76/5c0aa745-6bad-4f9c-901b-5f0a0277b12d.rna_seq.augmented_star_gene_counts.tsv	9713fe7131b56cea6b199097669d4c3b	4255432	validated
27513ce4-3807-481f-abcb-c59774a90519	27513ce4-3807-481f-abcb-c59774a90519/e682e28e-0611-4e92-899c-637fde17423d.rna_seq.augmented_star_gene_counts.tsv	eff0d5a74dadb4307db0bdc952793a06	4233945	validated
287a036d-5b2d-4faf-93a0-cf0be006fa6b	287a036d-5b2d-4faf-93a0-cf0be006fa6b/52ff2501-c6d1-4469-a2b7-c458d98cfc8e.rna_seq.augmented_star_gene_counts.tsv	2911da0d8dafaf463082325d72f14e0b	4248162	validated
2a73a18d-eca4-475b-9c37-283feb92915f	2a73a18d-eca4-475b-9c37-283feb92915f/553e13f9-e00e-4b05-b934-c3837ad4d02d.rna_seq.augmented_star_gene_counts.tsv	12c3b915189ae959dac7cff594081061	4241758	validated
2c3000b7-4db9-4f00-a82a-ca6802806631	2c3000b7-4db9-4f00-a82a-ca6802806631/db70cd04-821e-43a7-bac1-815a30172be1.rna_seq.augmented_star_gene_counts.tsv	306061dfe746b3c74fa22ff078cb630a	4233972	validated
2d5b0962-b5c4-4482-9f28-47e4dcdb6df6	2d5b0962-b5c4-4482-9f28-47e4dcdb6df6/602e3d24-a45d-4fe4-9b70-a679d93f470d.rna_seq.augmented_star_gene_counts.tsv	e55f74a99e6c797b03ecd3fdb43bc27a	4221019	validated
2e60bad2-2dd2-4dc3-aa45-dfc36ef4884b	2e60bad2-2dd2-4dc3-aa45-dfc36ef4884b/e1ef10f3-a1e2-4391-bfec-ac6b0231ae5d.rna_seq.augmented_star_gene_counts.tsv	38e73dd766d27b5a545e285bac31fab5	4249606	validated
2e6baa15-85d7-43b0-8a89-a0dc169ae16a	2e6baa15-85d7-43b0-8a89-a0dc169ae16a/c62cda08-6134-47c6-8796-9da0788d9717.rna_seq.augmented_star_gene_counts.tsv	f6fdd6a7af35613392829a945a4af1a2	4259705	validated
2e9902c2-e171-465e-ae13-45c413f7515f	2e9902c2-e171-465e-ae13-45c413f7515f/95bb2613-9194-434c-801b-fd18aa183f6a.rna_seq.augmented_star_gene_counts.tsv	9e7a62bba1ef8caa3a89207ed793d572	4238780	validated
2ea0b718-c634-4692-9cf0-4f118adfafbd	2ea0b718-c634-4692-9cf0-4f118adfafbd/39e27085-909a-436b-b8e9-624c16303208.rna_seq.augmented_star_gene_counts.tsv	acb2e7c41539303717e9a8ef27c447c6	4246436	validated
2faa9332-e577-4884-94e4-b895827db8b6	2faa9332-e577-4884-94e4-b895827db8b6/8b5be676-9118-4038-9d54-6b80b14e43dc.rna_seq.augmented_star_gene_counts.tsv	f7127c72f9c82b7b0d1275f7f692daad	4249339	validated
318c3a49-64bc-4704-8739-d4cf31cef51f	318c3a49-64bc-4704-8739-d4cf31cef51f/1d18e4b7-83a5-4c40-94ef-f77c1ba2fdbb.rna_seq.augmented_star_gene_counts.tsv	1433d999b6d9ac049d92fe56bad8df2b	4234821	validated
3208ca18-f70a-415e-8d10-5e9cb8a24b52	3208ca18-f70a-415e-8d10-5e9cb8a24b52/0b59b278-d2f6-4aa6-bf6d-b8d743ae83af.rna_seq.augmented_star_gene_counts.tsv	540d3204cb43d419a04d777f6f6a376b	4247003	validated
3728cb73-4a8a-4392-8140-f027ad876cf2	3728cb73-4a8a-4392-8140-f027ad876cf2/61325789-0b1e-473d-8b71-5ec13ec1dcb7.rna_seq.augmented_star_gene_counts.tsv	b1e2befb0b0fcdddda4f02a93f5986c9	4252762	validated
385ddd6f-c126-4c4f-acde-1ef2d74d3639	385ddd6f-c126-4c4f-acde-1ef2d74d3639/616b6b60-8c4a-4d85-9a24-f47df6ad497e.rna_seq.augmented_star_gene_counts.tsv	7a9d08cffc0b7d4fe898b4ec19539137	4239597	validated
386ce911-e1c2-4d68-b0a3-aac157e1a555	386ce911-e1c2-4d68-b0a3-aac157e1a555/c456f144-7f26-4f58-b4f0-4d91ddfec18e.rna_seq.augmented_star_gene_counts.tsv	e58f08d28edf43edbcd2d3155d465c29	4238186	validated
3974a62d-d399-42f3-b550-336e793b0cfe	3974a62d-d399-42f3-b550-336e793b0cfe/081b4937-85e7-44b3-9124-a612f4f2e0ca.rna_seq.augmented_star_gene_counts.tsv	3cedaf381890a75b920538761f0dc2ca	4250733	validated
39b28d5e-fc51-4dfc-bcbe-0285c3bad830	39b28d5e-fc51-4dfc-bcbe-0285c3bad830/3129e1d1-9844-4df4-b30e-29b1c438983b.rna_seq.augmented_star_gene_counts.tsv	529061544684a0f71879e967a03a6463	4241955	validated
3ce988e2-61c5-4f53-b9c8-cfc280649c1f	3ce988e2-61c5-4f53-b9c8-cfc280649c1f/8d2f240f-43c3-4e0d-a6cc-79f6b174dace.rna_seq.augmented_star_gene_counts.tsv	baeed408238645d8c71ef319050fd06d	4246409	validated
3e0c80d6-5091-454c-ad27-eb513cf6f45d	3e0c80d6-5091-454c-ad27-eb513cf6f45d/b161c26d-64b1-4e03-94da-4f9b9de25e88.rna_seq.augmented_star_gene_counts.tsv	95dab2fffc861226d58a651c28a1b1b2	4248818	validated
3e0cc1e4-0882-4e9b-9373-34bcbce097d7	3e0cc1e4-0882-4e9b-9373-34bcbce097d7/d9a1fa44-0877-423f-9beb-55f3fc936f7b.rna_seq.augmented_star_gene_counts.tsv	3e74ce602a93a4ee166d3e68b30f6485	4243103	validated
3e8cff80-ed17-479c-8327-ca8e71ee7482	3e8cff80-ed17-479c-8327-ca8e71ee7482/0c814cd9-5b2c-4764-9e6a-6ad0403fcd7d.rna_seq.augmented_star_gene_counts.tsv	2fbb6954c6dc133c3f618b3a1fae68ba	4249009	validated
45584684-6082-422f-abe5-ef918f8ee77a	45584684-6082-422f-abe5-ef918f8ee77a/44beea06-28a7-490a-b6bb-4e023230e51c.rna_seq.augmented_star_gene_counts.tsv	0e49970857c401cd32d811c27b8bff70	4252972	validated
45bf52c6-b1a3-4f01-8345-a224fc195e18	45bf52c6-b1a3-4f01-8345-a224fc195e18/5020cd67-6bd9-420c-bc6a-1cc8f2f78bde.rna_seq.augmented_star_gene_counts.tsv	920f721f5456c2cba428c904be7686bb	4245360	validated
461fda5d-d6e6-4354-b035-c302cc43b03f	461fda5d-d6e6-4354-b035-c302cc43b03f/30285113-d411-475a-a8ed-1fb66be72f28.rna_seq.augmented_star_gene_counts.tsv	0b75d803bc4db03a6d066c4daf9fc6e1	4243567	validated
477f941f-1fb8-438f-802e-2e7fe6552fab	477f941f-1fb8-438f-802e-2e7fe6552fab/5e36c4a2-fc6b-418f-80ab-dbd95b26a39e.rna_seq.augmented_star_gene_counts.tsv	759d854ea195e75919812cfcaf4fa545	4234882	validated
478a40b1-0f88-401d-92b6-4b58b2c56798	478a40b1-0f88-401d-92b6-4b58b2c56798/4fc53009-8904-4336-852b-ee2aea40f5e2.rna_seq.augmented_star_gene_counts.tsv	027d026916395cc4c55c1db186054938	4249203	validated
4b8ef410-8612-4c64-839f-47770deba446	4b8ef410-8612-4c64-839f-47770deba446/9e785594-f00c-4805-8901-66c73fe2588d.rna_seq.augmented_star_gene_counts.tsv	4ad7534633ecd0eba1d29789cc76444f	4234909	validated
4c57cb4f-b4dc-4cfa-9af5-1447422c5b95	4c57cb4f-b4dc-4cfa-9af5-1447422c5b95/171e095d-2236-43c8-9670-23608e6cc8ab.rna_seq.augmented_star_gene_counts.tsv	d76f9be258dfba8ce49cee4b93aaec0f	4237013	validated
4c8d0d1a-dbd3-4124-8458-dfb61f61f11c	4c8d0d1a-dbd3-4124-8458-dfb61f61f11c/e17707f9-a0db-473f-9dc6-608b62e74689.rna_seq.augmented_star_gene_counts.tsv	d66e7d4921a6a4c077328fb9372aed7b	4249703	validated
4ecc1f1a-8ff4-4552-a5e8-7a9652b6d1d5	4ecc1f1a-8ff4-4552-a5e8-7a9652b6d1d5/df45fb41-4511-4dab-b865-fcdfcda0400a.rna_seq.augmented_star_gene_counts.tsv	af51e54b9dc2f6aecd39ab26d2b79824	4238832	validated
4ef4f9f1-7883-4fff-91c0-223cac5f1887	4ef4f9f1-7883-4fff-91c0-223cac5f1887/dbb3747a-aafe-421c-bb21-84a0b82c6a75.rna_seq.augmented_star_gene_counts.tsv	202fa31be24d15209e18557651fe771f	4243368	validated
51948358-b1bb-46d7-a25c-8d3fe81557f0	51948358-b1bb-46d7-a25c-8d3fe81557f0/2cfbc50e-e38d-41ad-8809-a3ed9685ddf1.rna_seq.augmented_star_gene_counts.tsv	fa1ca16e617cee9f9ed1c8ebb324bc0f	4228641	validated
519b92e0-0dbc-471c-988f-48ce9dc95be3	519b92e0-0dbc-471c-988f-48ce9dc95be3/ad44b37b-0bd2-4289-b03f-d52858da2d0f.rna_seq.augmented_star_gene_counts.tsv	4ac78d0e8842885f146a5301d5265372	4246840	validated
5223fb98-dd63-4c20-a7c0-02e0b13ccb33	5223fb98-dd63-4c20-a7c0-02e0b13ccb33/7b7c91b5-0358-4d09-af89-26a791d7a23a.rna_seq.augmented_star_gene_counts.tsv	7c36266ef6a32b6ffda94cb99755b029	4251941	validated
5422b305-6411-4a01-b371-dc74c9e351e4	5422b305-6411-4a01-b371-dc74c9e351e4/be8e200c-dced-4b24-a70d-6b6baecb7300.rna_seq.augmented_star_gene_counts.tsv	384fee6460725356cd3b24187c0207e0	4260864	validated
54600389-6de5-44ce-ada1-8a8508b50980	54600389-6de5-44ce-ada1-8a8508b50980/65ba302c-51a9-4493-8d28-e7bc076bca54.rna_seq.augmented_star_gene_counts.tsv	368b9e09d3826de28b4c7e26eb1bb152	4232307	validated
56e43b33-6dc7-496b-bdee-75e5fed5d502	56e43b33-6dc7-496b-bdee-75e5fed5d502/92b7faad-a817-4464-a074-9b64bf25fad5.rna_seq.augmented_star_gene_counts.tsv	774d4295c0c69b265aad0fb6f612aab1	4243021	validated
577dde85-20c6-44c0-bf77-bda22a7f58c0	577dde85-20c6-44c0-bf77-bda22a7f58c0/dda806cc-67a1-406b-8957-ffdb5f9087c8.rna_seq.augmented_star_gene_counts.tsv	bcc26a94f40bdbd16dae6b8e5c70547e	4251122	validated
58764dda-7c61-4705-a834-4d654c60ef2b	58764dda-7c61-4705-a834-4d654c60ef2b/4d4d40f2-1f96-4d31-81aa-d44b17a217ed.rna_seq.augmented_star_gene_counts.tsv	d714d7436d545304554860e673e2b978	4240891	validated
588a95c5-286a-417f-aa76-b4d8b5c055ef	588a95c5-286a-417f-aa76-b4d8b5c055ef/c4ffc907-8632-494f-8030-0dcc74af3d9c.rna_seq.augmented_star_gene_counts.tsv	33a15e18e17e8b08ae77eccf7906ecd6	4252935	validated
59ce4079-0da6-4339-8861-ad376b150f75	59ce4079-0da6-4339-8861-ad376b150f75/a4455185-5506-4392-bd54-5f9cda2274d2.rna_seq.augmented_star_gene_counts.tsv	aaf43ae3672534b4e84ac2d27e564aa6	4258554	validated
59d61414-a337-4e45-9e89-4526dde82786	59d61414-a337-4e45-9e89-4526dde82786/fe8166b9-08e8-477b-9122-0e9194f34818.rna_seq.augmented_star_gene_counts.tsv	b5bb283aac51cbc731248b5c9fd60d56	4242226	validated
5cce30f3-99ae-4959-987a-0d280dc2ec44	5cce30f3-99ae-4959-987a-0d280dc2ec44/2dd0b954-db3e-402d-9c06-6160e199dedb.rna_seq.augmented_star_gene_counts.tsv	67e347f8fd3e59b0f5e4ff4bdf7740a7	4250095	validated
5d720a05-3673-45be-9163-08e0fc332f80	5d720a05-3673-45be-9163-08e0fc332f80/853013f2-fee7-4489-a2a2-fa36112a1c73.rna_seq.augmented_star_gene_counts.tsv	71beec806f66a1321fe540f40fa7956e	4248945	validated
5db109b6-dbfe-4ec8-8697-bb7fff5beb4b	5db109b6-dbfe-4ec8-8697-bb7fff5beb4b/42fe2b41-93aa-4738-988e-66239bef2ec7.rna_seq.augmented_star_gene_counts.tsv	7a289b388579c91d793568f894410bed	4246496	validated
5e05ff45-9f44-484d-889f-529e2bfe2a48	5e05ff45-9f44-484d-889f-529e2bfe2a48/bb10d315-6038-4513-aa41-d50f20295997.rna_seq.augmented_star_gene_counts.tsv	23b5cd3cb9e56e1eb726795fe1bff9da	4245448	validated
6185d5c4-f757-4baa-bd82-fd4050c57312	6185d5c4-f757-4baa-bd82-fd4050c57312/a32190c5-a193-4e90-ac98-38a600bb10f0.rna_seq.augmented_star_gene_counts.tsv	7bfb9c9ed5c5d2e0c65d0975e98b49b3	4243115	validated
61f32a8d-4649-4ea8-8374-00ab281464bf	61f32a8d-4649-4ea8-8374-00ab281464bf/0d9db3d9-8f0a-41f8-bf2b-5de447d676b8.rna_seq.augmented_star_gene_counts.tsv	f35eeac98c4b098e019fe3ba0594ed37	4245780	validated
62e7008b-f4ca-40e3-88b3-7354ba2585ac	62e7008b-f4ca-40e3-88b3-7354ba2585ac/93cc1307-7138-4547-a9a2-8a5398815c01.rna_seq.augmented_star_gene_counts.tsv	ef45809f410098d6a578ef468239b06f	4246488	validated
635084ad-0b62-4217-bc6f-e2a8c1326aee	635084ad-0b62-4217-bc6f-e2a8c1326aee/516fdfb1-7662-4524-9bcd-23ccbbec6a86.rna_seq.augmented_star_gene_counts.tsv	5511254bdfd10d303fe22425a645dd92	4223951	validated
679ba4c3-49da-47d1-bef2-ce25fd862758	679ba4c3-49da-47d1-bef2-ce25fd862758/cd40e8d1-b307-4840-bba6-fd2f71d0c26d.rna_seq.augmented_star_gene_counts.tsv	332e8e891b69880194af4d4357d47423	4219757	validated
69bb06b6-74b3-441b-82d7-c6783aa88cdd	69bb06b6-74b3-441b-82d7-c6783aa88cdd/b44d9209-0e37-4ffe-9c27-a969a421b3ab.rna_seq.augmented_star_gene_counts.tsv	3f64389995c62fdd9e936462f61962a8	4246806	validated
6a89e8a2-577e-4531-98e8-ba6fc6cfe525	6a89e8a2-577e-4531-98e8-ba6fc6cfe525/2bbbdb50-4486-473c-a158-6b1656bdb242.rna_seq.augmented_star_gene_counts.tsv	9f430167246a1f8daa736fe40b11b748	4252382	validated
6df72103-ccfb-4a53-b839-2e8c47ec2145	6df72103-ccfb-4a53-b839-2e8c47ec2145/b4e60c29-6c4d-49b4-878e-b91e20e17dad.rna_seq.augmented_star_gene_counts.tsv	9716aad1296de30b453de82c415c5319	4241282	validated
6f3bd40b-98b5-431b-a0b3-c7767b479d7d	6f3bd40b-98b5-431b-a0b3-c7767b479d7d/053442de-6d8a-4811-b03c-be1c7a3f207c.rna_seq.augmented_star_gene_counts.tsv	d8612679b5f9e7a018136cf4f9bb368b	4229868	validated
707414cc-7f34-41c6-8803-6641521a4069	707414cc-7f34-41c6-8803-6641521a4069/b1d64529-4f34-4644-b0e7-20606827ccd4.rna_seq.augmented_star_gene_counts.tsv	376775c07a9d2429cc5360caa4a64415	4221360	validated
70c9af7f-8a58-434f-8f45-098ef0450319	70c9af7f-8a58-434f-8f45-098ef0450319/e3c0a094-5504-4b74-9e0d-c73e84dc3901.rna_seq.augmented_star_gene_counts.tsv	9dcb9bb192dacbe97c6b2e994b0178a2	4217912	validated
71175258-a00a-4035-8f33-eb48bf04066f	71175258-a00a-4035-8f33-eb48bf04066f/c98940e5-aff4-4eec-9cd7-708584356a5f.rna_seq.augmented_star_gene_counts.tsv	858a5ae7fc5cc984d4178cb1edecf7d8	4233113	validated
71ea0cc0-d979-4efd-a670-1e8e8a329aca	71ea0cc0-d979-4efd-a670-1e8e8a329aca/0394cdb2-85e8-4cea-b572-4cb4ed779774.rna_seq.augmented_star_gene_counts.tsv	d443efb846b5ff9e8c5543b03b34a9ab	4261808	validated
7300d49e-2e8c-42e0-873a-1674a19b71e6	7300d49e-2e8c-42e0-873a-1674a19b71e6/fb27491d-a418-4957-a387-9a4e4de84b06.rna_seq.augmented_star_gene_counts.tsv	c770b3c4792dbef0ee954fc01e8fa208	4245722	validated
744a6d3d-b666-49aa-8d26-47f34e3d1eb5	744a6d3d-b666-49aa-8d26-47f34e3d1eb5/94027f46-390c-4dda-ab89-cb1ac0a291cd.rna_seq.augmented_star_gene_counts.tsv	4a91710ffccd29966a3374ffaf14abec	4231952	validated
74b16304-eb3f-4311-9b2e-dbf5eac89b44	74b16304-eb3f-4311-9b2e-dbf5eac89b44/96cd848e-50fc-4244-beec-8d18b1703fff.rna_seq.augmented_star_gene_counts.tsv	cbc918e5f4d4a1de1a82f240a9135abb	4251347	validated
75a7e5eb-1db8-4858-9a9f-78abea32ccd4	75a7e5eb-1db8-4858-9a9f-78abea32ccd4/f1060adb-bee8-41f6-8997-2926d8967f33.rna_seq.augmented_star_gene_counts.tsv	24427005e659ab1d01acab3a785222b4	4241650	validated
76267112-851f-4f5b-af40-f3c90af1b2ce	76267112-851f-4f5b-af40-f3c90af1b2ce/bd35c087-9a96-4f86-99f2-1a2a8936471a.rna_seq.augmented_star_gene_counts.tsv	934a1ec2573ee5c5a60a10c5a0446372	4243325	validated
76bcf698-d2da-42de-b33c-c5deb721c643	76bcf698-d2da-42de-b33c-c5deb721c643/1a2bc49d-edc6-4b84-88f0-73b6ed250d1b.rna_seq.augmented_star_gene_counts.tsv	ce44205e8457d0a0303352a0b74b49ab	4233132	validated
76d94448-4fd0-4476-af15-3c845d70851d	76d94448-4fd0-4476-af15-3c845d70851d/692ea666-b4ac-4e92-b712-96a67edaef56.rna_seq.augmented_star_gene_counts.tsv	16ac528747ee685d4d29673632a653a7	4251095	validated
